jurisd_local_id,parent_abbrev,abbrev,name,lexlabel
2503704,PB,CZS,Cajazeiras,cajazeiras
2503753,PB,,Cajazeirinhas,cajazeirinhas
2503803,PB,,Caldas Brandão,caldas.brandao
2503902,PB,CMW,Camalaú,camalau
2504009,PB,CGE,Campina Grande,campina.grande
2504033,PB,,Capim,capim
2504074,PB,,Caraúbas,caraubas
2504108,PB,CWE,Carrapateira,carrapateira
2504157,PB,,Casserengue,casserengue
2504207,PB,CGY,Catingueira,catingueira
2504306,PB,CRH,Catolé do Rocha,catole.rocha
2504355,PB,,Caturité,caturite
2504405,PB,CCI,Conceição,conceicao
2504603,PB,CWX,Conde,conde
2504702,PB,CXG,Congo,congo
2504801,PB,CES,Coremas,coremas
2504850,PB,,Coxixola,coxixola
2504900,PB,CZD,Cruz do Espírito Santo,cruz.espirito.santo
2505006,PB,CBT,Cubati,cubati
2505105,PB,CUT,Cuité,cuite
2505204,PB,CIG,Cuitegi,cuitegi
2505238,PB,,Cuité de Mamanguape,cuite.mamanguape
2505279,PB,,Curral de Cima,curral.cima
2505303,PB,CWV,Curral Velho,curral.velho
2505352,PB,,Damião,damiao
2505402,PB,DST,Desterro,desterro
2505501,PB,,Vista Serrana,vista.serrana
2505600,PB,DIA,Diamante,diamante
2505709,PB,DNS,Dona Inês,dona.ines
2505808,PB,DES,Duas Estradas,duas.estradas
2505907,PB,EMS,Emas,emas
2506004,PB,ERA,Esperança,esperanca
2506103,PB,FGS,Fagundes,fagundes
2506202,PB,FRH,Frei Martinho,frei.martinho
2506251,PB,,Gado Bravo,gado.bravo
2506301,PB,GBI,Guarabira,guarabira
2506400,PB,GIH,Gurinhém,gurinhem
2506509,PB,,Gurjão,gurjao
2506707,PB,ILD,Imaculada,imaculada
2506806,PB,INA,Ingá,inga
2506905,PB,IYN,Itabaiana,itabaiana
2507002,PB,IRN,Itaporanga,itaporanga
2507101,PB,IOO,Itapororoca,itapororoca
2507200,PB,ITX,Itatuba,itatuba
2507309,PB,JAC,Jacaraú,jacarau
2507408,PB,JCO,Jericó,jerico
2507507,PB,JPA,João Pessoa,joao.pessoa
2507606,PB,JZT,Juarez Távora,juarez.tavora
2507705,PB,JZH,Juazeirinho,juazeirinho
2507804,PB,JDO,Junco do Seridó,junco.serido
2507903,PB,JNG,Juripiranga,juripiranga
2508000,PB,JUX,Juru,juru
2508109,PB,LAG,Lagoa,lagoa
2508208,PB,LDT,Lagoa de Dentro,lagoa.dentro
2508307,PB,LGC,Lagoa Seca,lagoa.seca
2508406,PB,LSO,Lastro,lastro
2508505,PB,LVR,Livramento,livramento
2508554,PB,,Logradouro,logradouro
2508604,PB,LUN,Lucena,lucena
2508703,PB,,Mãe d'Água,mae.agua
2508802,PB,MLT,Malta,malta
2508901,PB,MME,Mamanguape,mamanguape
2509008,PB,MAN,Manaíra,manaira
2509057,PB,,Marcação,marcacao
2509107,PB,MAI,Mari,mari
2509156,PB,,Marizópolis,marizopolis
2509206,PB,MNU,Massaranduba,massaranduba
2509305,PB,MCX,Mataraca,mataraca
2509339,PB,,Matinhas,matinhas
2509370,PB,,Mato Grosso,mato.grosso
2509396,PB,,Maturéia,matureia
2509404,PB,MGY,Mogeiro,mogeiro
2509503,PB,MDK,Montadas,montadas
2509602,PB,MHB,Monte Horebe,monte.horebe
2509701,PB,MER,Monteiro,monteiro
2509800,PB,MUL,Mulungu,mulungu
2509909,PB,NUB,Natuba,natuba
2510006,PB,NZZ,Nazarezinho,nazarezinho
2510105,PB,NVF,Nova Floresta,nova.floresta
2510204,PB,NOD,Nova Olinda,nova.olinda
2510303,PB,NVL,Nova Palmeira,nova.palmeira
2510402,PB,,Olho d'Água,olho.agua
2510501,PB,OVD,Olivedos,olivedos
2510600,PB,OUV,Ouro Velho,ouro.velho
2510659,PB,,Parari,parari
2510709,PB,PSM,Passagem,passagem
2510808,PB,POS,Patos,patos
2510907,PB,PUX,Paulista,paulista
2511004,PB,PKB,Pedra Branca,pedra.branca
2511103,PB,PVD,Pedra Lavrada,pedra.lavrada
2516607,PB,TVS,Tavares,tavares
2511202,PB,PFO,Pedras de Fogo,pedras.fogo
2511301,PB,PIC,Piancó,pianco
2511400,PB,PCI,Picuí,picui
2511509,PB,PYR,Pilar,pilar
2511608,PB,PYL,Pilões,piloes
2511707,PB,POZ,Pilõezinhos,piloezinhos
2511806,PB,PPB,Pirpirituba,pirpirituba
2511905,PB,PMU,Pitimbu,pitimbu
2512002,PB,,Pocinhos,pocinhos
2512036,PB,,Poço Dantas,poco.dantas
2512077,PB,,Poço de José de Moura,poco.jose.moura
2512101,PB,PBL,Pombal,pombal
2512200,PB,PRK,Prata,prata
2512309,PB,PIL,Princesa Isabel,princesa.isabel
2512408,PB,PXA,Puxinanã,puxinana
2512507,PB,QUS,Queimadas,queimadas
2512606,PB,QXB,Quixaba,quixaba
2512705,PB,RMG,Remígio,remigio
2512721,PB,,Pedro Régis,pedro.regis
2512747,PB,,Riachão,riachao
2512754,PB,,Riachão do Bacamarte,riachao.bacamarte
2512762,PB,,Riachão do Poço,riachao.poco
2512788,PB,,Riacho de Santo Antônio,riacho.santo.antonio
2512804,PB,RHO,Riacho dos Cavalos,riacho.cavalos
2512903,PB,RTT,Rio Tinto,rio.tinto
2513000,PB,SKH,Salgadinho,salgadinho
2513109,PB,SSX,Salgado de São Félix,salgado.sao.felix
2513158,PB,,Santa Cecília,santa.cecilia
2513208,PB,SCZ,Santa Cruz,santa.cruz
2513307,PB,STH,Santa Helena,santa.helena
2513356,PB,,Santa Inês,santa.ines
2513406,PB,SLZ,Santa Luzia,santa.luzia
2513505,PB,SKT,Santana de Mangueira,santana.mangueira
2513604,PB,SOW,Santana dos Garrotes,santana.garrotes
2513653,PB,,Joca Claudino,joca.claudino
2513703,PB,SRI,Santa Rita,santa.rita
2513802,PB,SYH,Santa Teresinha,santa.teresinha
2513851,PB,,Santo André,santo.andre
2513901,PB,SBT,São Bento,sao.bento
2513927,PB,,São Bentinho,sao.bentinho
2513943,PB,,São Domingos do Cariri,sao.domingos.cariri
2513968,PB,,São Domingos,sao.domingos
2513984,PB,,São Francisco,sao.francisco
2514008,PB,SCX,São João do Cariri,sao.joao.cariri
2514107,PB,SXG,São João do Tigre,sao.joao.tigre
2514206,PB,SGP,São José da Lagoa Tapada,sao.jose.lagoa.tapada
2514305,PB,SKC,São José de Caiana,sao.jose.caiana
2514404,PB,SJH,São José de Espinharas,sao.jose.espinharas
2514453,PB,,São José dos Ramos,sao.jose.ramos
2514503,PB,SPN,São José de Piranhas,sao.jose.piranhas
2514552,PB,,São José de Princesa,sao.jose.princesa
2514602,PB,SKF,São José do Bonfim,sao.jose.bonfim
2514651,PB,,São José do Brejo do Cruz,sao.jose.brejo.cruz
2514701,PB,SXS,São José do Sabugi,sao.jose.sabugi
2514800,PB,SXC,São José dos Cordeiros,sao.jose.cordeiros
2514909,PB,,São Mamede,sao.mamede
2515005,PB,SMP,São Miguel de Taipu,sao.miguel.taipu
2515104,PB,SKL,São Sebastião de Lagoa de Roça,sao.sebastiao.lagoa.roca
2515203,PB,SMZ,São Sebastião do Umbuzeiro,sao.sebastiao.umbuzeiro
2515302,PB,SPH,Sapé,sape
2515401,PB,,São Vicente do Seridó,sao.vicente.serido
2515500,PB,SRB,Serra Branca,serra.branca
2515609,PB,SDZ,Serra da Raiz,serra.raiz
2515708,PB,SKE,Serra Grande,serra.grande
2515807,PB,SDK,Serra Redonda,serra.redonda
2515906,PB,SRY,Serraria,serraria
2515930,PB,,Sertãozinho,sertaozinho
2515971,PB,,Sobrado,sobrado
2516003,PB,SOA,Solânea,solanea
2516102,PB,SOD,Soledade,soledade
2516151,PB,,Sossêgo,sossego
2516201,PB,SZA,Sousa,sousa
2516300,PB,SUE,Sumé,sume
2516409,PB,TAM,Tacima,tacima
2516508,PB,TER,Taperoá,taperoa
2516706,PB,TXE,Teixeira,teixeira
2516755,PB,,Tenório,tenorio
2516805,PB,TRU,Triunfo,triunfo
2516904,PB,UIN,Uiraúna,uirauna
2517001,PB,UUZ,Umbuzeiro,umbuzeiro
2517100,PB,VRA,Várzea,varzea
2517209,PB,,Vieirópolis,vieiropolis
2517407,PB,,Zabelê,zabele
2600054,PE,ABU,Abreu e Lima,abreu.lima
2600104,PE,AFI,Afogados da Ingazeira,afogados.ingazeira
2600203,PE,AFO,Afrânio,afranio
2600302,PE,AGE,Agrestina,agrestina
2600401,PE,AGP,Água Preta,agua.preta
2600500,PE,AGB,Águas Belas,aguas.belas
2600609,PE,AGH,Alagoinha,alagoinha
2600708,PE,AIN,Aliança,alianca
2600807,PE,ANH,Altinho,altinho
2600906,PE,ARJ,Amaraji,amaraji
2601003,PE,AGM,Angelim,angelim
2601052,PE,,Araçoiaba,aracoiaba
2601102,PE,ARR,Araripina,araripina
2601201,PE,ACV,Arcoverde,arcoverde
2601300,PE,BGB,Barra de Guabiraba,barra.guabiraba
2601409,PE,BAR,Barreiros,barreiros
2601508,PE,BEL,Belém de Maria,belem.maria
2601607,PE,BLF,Belém do São Francisco,belem.sao.francisco
2601706,PE,BJM,Belo Jardim,belo.jardim
2601805,PE,BEA,Betânia,betania
2601904,PE,,Bezerros,bezerros
2602001,PE,BOO,Bodocó,bodoco
2602100,PE,BCE,Bom Conselho,bom.conselho
2602209,PE,BJI,Bom Jardim,bom.jardim
2602308,PE,BNO,Bonito,bonito
2602407,PE,BRA,Brejão,brejao
2602506,PE,BJH,Brejinho,brejinho
2602605,PE,BDD,Brejo da Madre de Deus,brejo.madre.deus
2602704,PE,BOS,Buenos Aires,buenos.aires
2602803,PE,BQU,Buíque,buique
2602902,PE,CBO,Cabo de Santo Agostinho,cabo.santo.agostinho
2603009,PE,COO,Cabrobó,cabrobo
2603108,PE,CIH,Cachoeirinha,cachoeirinha
2603207,PE,CEK,Caetés,caetes
2603306,PE,CDK,Calçado,calcado
2603405,PE,CLI,Calumbi,calumbi
2603454,PE,CGB,Camaragibe,camaragibe
2603504,PE,CFX,Camocim de São Félix,camocim.sao.felix
2603603,PE,CUN,Camutanga,camutanga
2603702,PE,CHH,Canhotinho,canhotinho
2603801,PE,CYX,Capoeiras,capoeiras
2603900,PE,CNB,Carnaíba,carnaiba
2603926,PE,,Carnaubeira da Penha,carnaubeira.penha
2604007,PE,CAA,Carpina,carpina
2604106,PE,CRU,Caruaru,caruaru
2604155,PE,,Casinhas,casinhas
2604205,PE,CTN,Catende,catende
2604304,PE,CXD,Cedro,cedro
2604403,PE,CHG,Chã de Alegria,cha.alegria
2604502,PE,CHD,Chã Grande,cha.grande
2604601,PE,CDD,Condado,condado
2604700,PE,COT,Correntes,correntes
2604809,PE,COE,Cortês,cortes
2604908,PE,CUW,Cumaru,cumaru
2605004,PE,CUP,Cupira,cupira
2605103,PE,CUD,Custódia,custodia
2605152,PE,,Dormentes,dormentes
2605202,PE,EAA,Escada,escada
2605301,PE,EXU,Exu,exu
2605400,PE,FNV,Feira Nova,feira.nova
2605459,PE,FEN,Fernando de Noronha,fernando.noronha
2605509,PE,FRS,Ferreiros,ferreiros
2605608,PE,FLS,Flores,flores
2605707,PE,FRT,Floresta,floresta
2605806,PE,FML,Frei Miguelinho,frei.miguelinho
2605905,PE,GLR,Gameleira,gameleira
2606002,PE,GUS,Garanhuns,garanhuns
2606101,PE,GGT,Glória do Goitá,gloria.goita
2606200,PE,GOI,Goiana,goiana
2606309,PE,GIT,Granito,granito
2606408,PE,GVT,Gravatá,gravata
2606507,PE,IKI,Iati,iati
2606606,PE,IIM,Ibimirim,ibimirim
2606705,PE,IJB,Ibirajuba,ibirajuba
2606804,PE,ISS,Igarassu,igarassu
2606903,PE,,Iguaracy,iguaracy
2607000,PE,INJ,Inajá,inaja
2607109,PE,IGZ,Ingazeira,ingazeira
2607208,PE,IPJ,Ipojuca,ipojuca
2607307,PE,IPB,Ipubi,ipubi
2607406,PE,IWB,Itacuruba,itacuruba
2607505,PE,IYB,Itaíba,itaiba
2607604,PE,,Ilha de Itamaracá,ilha.itamaraca
2607653,PE,IBX,Itambé,itambe
2607703,PE,IKM,Itapetim,itapetim
2607752,PE,ITS,Itapissuma,itapissuma
2607802,PE,IQW,Itaquitinga,itaquitinga
2607901,PE,JBO,Jaboatão dos Guararapes,jaboatao.guararapes
2607950,PE,,Jaqueira,jaqueira
2608008,PE,JTB,Jataúba,jatauba
2608057,PE,,Jatobá,jatoba
2608107,PE,JFD,João Alfredo,joao.alfredo
2608206,PE,JNO,Joaquim Nabuco,joaquim.nabuco
2608255,PE,,Jucati,jucati
2608305,PE,JUI,Jupi,jupi
2608404,PE,JUM,Jurema,jurema
2608453,PE,,Lagoa do Carro,lagoa.carro
2608503,PE,LOG,Lagoa de Itaenga,lagoa.itaenga
2608602,PE,LOO,Lagoa do Ouro,lagoa.ouro
2608701,PE,LGG,Lagoa dos Gatos,lagoa.gatos
2608750,PE,,Lagoa Grande,lagoa.grande
2608800,PE,LJD,Lajedo,lajedo
2608909,PE,LIO,Limoeiro,limoeiro
2609006,PE,MCN,Macaparana,macaparana
2609105,PE,MHO,Machados,machados
2609154,PE,,Manari,manari
2609204,PE,MAA,Maraial,maraial
2609303,PE,MDB,Mirandiba,mirandiba
2609402,PE,MEN,Moreno,moreno
2609501,PE,NZM,Nazaré da Mata,nazare.mata
2609600,PE,OLD,Olinda,olinda
2609709,PE,OOO,Orobó,orobo
2609808,PE,ORO,Orocó,oroco
2609907,PE,OUI,Ouricuri,ouricuri
2610004,PE,PLS,Palmares,palmares
2610103,PE,PME,Palmeirina,palmeirina
2610202,PE,PES,Panelas,panelas
2610301,PE,PMK,Paranatama,paranatama
2610400,PE,PIM,Parnamirim,parnamirim
2610509,PE,PSS,Passira,passira
2610608,PE,PLH,Paudalho,paudalho
2610707,PE,PUI,Paulista,paulista
2610806,PE,PED,Pedra,pedra
2610905,PE,PQE,Pesqueira,pesqueira
2611002,PE,PTR,Petrolândia,petrolandia
2611101,PE,PTA,Petrolina,petrolina
2611200,PE,PCO,Poção,pocao
2611309,PE,POB,Pombos,pombos
2611408,PE,PVE,Primavera,primavera
2611507,PE,QPA,Quipapá,quipapa
2611533,PE,,Quixaba,quixaba
2611606,PE,RCE,Recife,recife
2611705,PE,RHM,Riacho das Almas,riacho.almas
2611804,PE,RBE,Ribeirão,ribeirao
2611903,PE,RIF,Rio Formoso,rio.formoso
2612000,PE,SYE,Sairé,saire
2612109,PE,SGH,Salgadinho,salgadinho
2612208,PE,SGI,Salgueiro,salgueiro
2612307,PE,SLX,Saloá,saloa
2612406,PE,SNH,Sanharó,sanharo
2612455,PE,,Santa Cruz,santa.cruz
2612471,PE,,Santa Cruz da Baixa Verde,santa.cruz.baixa.verde
2612505,PE,SZC,Santa Cruz do Capibaribe,santa.cruz.capibaribe
2612554,PE,,Santa Filomena,santa.filomena
2612604,PE,SIB,Santa Maria da Boa Vista,santa.maria.boa.vista
2612703,PE,SCU,Santa Maria do Cambucá,santa.maria.cambuca
2612802,PE,SAZ,Santa Terezinha,santa.terezinha
2612901,PE,SDI,São Benedito do Sul,sao.benedito.sul
2613008,PE,SUN,São Bento do Una,sao.bento.una
2613107,PE,SIT,São Caitano,sao.caitano
2613206,PE,SOJ,São João,sao.joao
2613305,PE,SQM,São Joaquim do Monte,sao.joaquim.monte
2613404,PE,SEC,São José da Coroa Grande,sao.jose.coroa.grande
2613503,PE,SDB,São José do Belmonte,sao.jose.belmonte
2613602,PE,SJG,São José do Egito,sao.jose.egito
2613701,PE,SDM,São Lourenço da Mata,sao.lourenco.mata
2613800,PE,SVF,São Vicente Férrer,sao.vicente.ferrer
2613909,PE,SHD,Serra Talhada,serra.talhada
2614006,PE,SEY,Serrita,serrita
2614105,PE,STN,Sertânia,sertania
2614204,PE,SHM,Sirinhaém,sirinhaem
2614303,PE,,Moreilândia,moreilandia
2614402,PE,SWL,Solidão,solidao
2614501,PE,SUU,Surubim,surubim
2614600,PE,TBR,Tabira,tabira
2614709,PE,TAC,Tacaimbó,tacaimbo
2614808,PE,TTU,Tacaratu,tacaratu
2614857,PE,,Tamandaré,tamandare
2615003,PE,TQN,Taquaritinga do Norte,taquaritinga.norte
2615102,PE,TEZ,Terezinha,terezinha
2615201,PE,TEV,Terra Nova,terra.nova
2615300,PE,TIU,Timbaúba,timbauba
2615409,PE,TTA,Toritama,toritama
2615508,PE,THM,Tracunhaém,tracunhaem
2615607,PE,TDD,Trindade,trindade
2615706,PE,TNF,Triunfo,triunfo
2615805,PE,TTN,Tupanatinga,tupanatinga
2615904,PE,TUE,Tuparetama,tuparetama
2616001,PE,VUS,Venturosa,venturosa
2616100,PE,VJE,Verdejante,verdejante
2616183,PE,,Vertente do Lério,vertente.lerio
2616209,PE,VTS,Vertentes,vertentes
2616308,PE,VCI,Vicência,vicencia
2616407,PE,VSA,Vitória de Santo Antão,vitoria.santo.antao
2616506,PE,,Xexéu,xexeu
2700102,AL,ABN,Água Branca,agua.branca
2700201,AL,AAD,Anadia,anadia
2700300,AL,AIR,Arapiraca,arapiraca
2700409,AL,ATL,Atalaia,atalaia
2700508,AL,BNA,Barra de Santo Antônio,barra.santo.antonio
2700607,AL,BDG,Barra de São Miguel,barra.sao.miguel
2700706,AL,BTH,Batalha,batalha
2700805,AL,BLX,Belém,belem
2700904,AL,BLN,Belo Monte,belo.monte
2701001,AL,BOD,Boca da Mata,boca.mata
2701100,AL,BQH,Branquinha,branquinha
2701209,AL,CBH,Cacimbinhas,cacimbinhas
2701308,AL,CJO,Cajueiro,cajueiro
2701357,AL,,Campestre,campestre
2701407,AL,CLR,Campo Alegre,campo.alegre
2701506,AL,CGN,Campo Grande,campo.grande
2701605,AL,CNK,Canapi,canapi
2701704,AL,CPA,Capela,capela
2701803,AL,CKN,Carneiros,carneiros
2701902,AL,CHK,Chã Preta,cha.preta
2702009,AL,CYO,Coité do Nóia,coite.noia
2702108,AL,COL,Colônia Leopoldina,colonia.leopoldina
2702207,AL,,Coqueiro Seco,coqueiro.seco
2702306,AL,CUI,Coruripe,coruripe
2702355,AL,KIS,Craíbas,craibas
2702405,AL,DGA,Delmiro Gouveia,delmiro.gouveia
2702504,AL,DSH,Dois Riachos,dois.riachos
2702553,AL,EAL,Estrela de Alagoas,estrela.alagoas
2702603,AL,FGE,Feira Grande,feira.grande
2702702,AL,FZO,Feliz Deserto,feliz.deserto
2702801,AL,FXS,Flexeiras,flexeiras
2702900,AL,GUP,Girau do Ponciano,girau.ponciano
2703007,AL,IBG,Ibateguara,ibateguara
2703106,AL,ICY,Igaci,igaci
2703205,AL,IGJ,Igreja Nova,igreja.nova
2703304,AL,IHP,Inhapi,inhapi
2703403,AL,JSH,Jacaré dos Homens,jacare.homens
2703502,AL,JPE,Jacuípe,jacuipe
2703601,AL,JPG,Japaratinga,japaratinga
2703700,AL,JAA,Jaramataia,jaramataia
2703759,AL,,Jequiá da Praia,jequia.praia
2703809,AL,JQG,Joaquim Gomes,joaquim.gomes
2703908,AL,JUD,Jundiá,jundia
2704005,AL,JQO,Junqueiro,junqueiro
2704104,AL,LDC,Lagoa da Canoa,lagoa.canoa
2704203,AL,LIM,Limoeiro de Anadia,limoeiro.anadia
2704302,AL,MCO,Maceió,maceio
2704401,AL,MJR,Major Isidoro,major.isidoro
2704500,AL,MGI,Maragogi,maragogi
2704609,AL,MVI,Maravilha,maravilha
2704708,AL,MHD,Marechal Deodoro,marechal.deodoro
2704807,AL,MBO,Maribondo,maribondo
2704906,AL,MVM,Mar Vermelho,mar.vermelho
2705002,AL,MGR,Mata Grande,mata.grande
2705101,AL,MZC,Matriz de Camaragibe,matriz.camaragibe
2705200,AL,MEA,Messias,messias
2705309,AL,MNX,Minador do Negrão,minador.negrao
2705408,AL,MON,Monteirópolis,monteiropolis
2705507,AL,MRI,Murici,murici
2705606,AL,NLO,Novo Lino,novo.lino
2705705,AL,,Olho d'Água das Flores,olho.agua.flores
2705804,AL,,Olho d'Água do Casado,olho.agua.casado
2705903,AL,,Olho d'Água Grande,olho.agua.grande
2706000,AL,OIV,Olivença,olivenca
2706109,AL,OUB,Ouro Branco,ouro.branco
2706208,AL,PSY,Palestina,palestina
2706307,AL,PIN,Palmeira dos Índios,palmeira.indios
2706406,AL,PKW,Pão de Açúcar,pao.acucar
2706422,AL,,Pariconha,pariconha
2706448,AL,,Paripueira,paripueira
2706505,AL,PEG,Passo de Camaragibe,passo.camaragibe
2706604,AL,PJO,Paulo Jacinto,paulo.jacinto
2706703,AL,PND,Penedo,penedo
2706802,AL,PIB,Piaçabuçu,piacabucu
2706901,AL,PLR,Pilar,pilar
2707008,AL,PYD,Pindoba,pindoba
2707107,AL,PYH,Piranhas,piranhas
2707206,AL,PCH,Poço das Trincheiras,poco.trincheiras
2707305,AL,PCV,Porto Calvo,porto.calvo
2707404,AL,POP,Porto de Pedras,porto.pedras
2707503,AL,PLC,Porto Real do Colégio,porto.real.colegio
2707602,AL,QGO,Quebrangulo,quebrangulo
2707701,AL,RGO,Rio Largo,rio.largo
2707800,AL,RTI,Roteiro,roteiro
2707909,AL,SZT,Santa Luzia do Norte,santa.luzia.norte
2708006,AL,SNN,Santana do Ipanema,santana.ipanema
2708105,AL,SUD,Santana do Mundaú,santana.mundau
2708204,AL,SOB,São Brás,sao.bras
2708303,AL,SJJ,São José da Laje,sao.jose.laje
2708402,AL,,São José da Tapera,sao.jose.tapera
2708501,AL,SLQ,São Luís do Quitunde,sao.luis.quitunde
2708600,AL,SMM,São Miguel dos Campos,sao.miguel.campos
2708709,AL,SYM,São Miguel dos Milagres,sao.miguel.milagres
2905404,BA,CIU,Cairu,cairu
2708808,AL,SWS,São Sebastião,sao.sebastiao
2708907,AL,STU,Satuba,satuba
2708956,AL,SUP,Senador Rui Palmeira,senador.rui.palmeira
2709004,AL,,Tanque d'Arca,tanque.arca
2709103,AL,,Taquarana,taquarana
2709152,AL,,Teotônio Vilela,teotonio.vilela
2709202,AL,TRP,Traipu,traipu
2709301,AL,UPS,União dos Palmares,uniao.palmares
2709400,AL,VIS,Viçosa,vicosa
2800100,SE,APF,Amparo de São Francisco,amparo.sao.francisco
2800209,SE,AQB,Aquidabã,aquidaba
2800308,SE,AJU,Aracaju,aracaju
2800407,SE,AUX,Arauá,araua
2800506,SE,AEB,Areia Branca,areia.branca
2800605,SE,BQS,Barra dos Coqueiros,barra.coqueiros
2800670,SE,BQM,Boquim,boquim
2800704,SE,BEJ,Brejo Grande,brejo.grande
2801009,SE,CDB,Campo do Brito,campo.brito
2801108,SE,CHB,Canhoba,canhoba
2801207,SE,CFY,Canindé de São Francisco,caninde.sao.francisco
2801306,SE,CPL,Capela,capela
2801405,SE,CYR,Carira,carira
2801504,SE,CAI,Carmópolis,carmopolis
2801603,SE,CEJ,Cedro de São João,cedro.sao.joao
2801702,SE,CSP,Cristinápolis,cristinapolis
2801900,SE,CBE,Cumbe,cumbe
2802007,SE,DNP,Divina Pastora,divina.pastora
2802106,SE,ETC,Estância,estancia
2802205,SE,FVA,Feira Nova,feira.nova
2802304,SE,FIP,Frei Paulo,frei.paulo
2802403,SE,GRX,Gararu,gararu
2802502,SE,GYD,General Maynard,general.maynard
2802601,SE,GCH,Gracho Cardoso,gracho.cardoso
2802700,SE,IHF,Ilha das Flores,ilha.flores
2802809,SE,IND,Indiaroba,indiaroba
2802908,SE,INT,Itabaiana,itabaiana
2803005,SE,INN,Itabaianinha,itabaianinha
2803104,SE,IBI,Itabi,itabi
2803203,SE,,Itaporanga d'Ajuda,itaporanga.ajuda
2803302,SE,JUB,Japaratuba,japaratuba
2803401,SE,JPO,Japoatã,japoata
2803500,SE,LAT,Lagarto,lagarto
2803609,SE,LNJ,Laranjeiras,laranjeiras
2803708,SE,MMB,Macambira,macambira
2803807,SE,MLD,Malhada dos Bois,malhada.bois
2803906,SE,MHR,Malhador,malhador
2804003,SE,MRM,Maruim,maruim
2804102,SE,MOB,Moita Bonita,moita.bonita
2804201,SE,MSG,Monte Alegre de Sergipe,monte.alegre.sergipe
2804300,SE,MUB,Muribeca,muribeca
2804409,SE,NOS,Neópolis,neopolis
2804458,SE,NRA,Nossa Senhora Aparecida,nossa.senhora.aparecida
2804508,SE,NHG,Nossa Senhora da Glória,nossa.senhora.gloria
2804607,SE,NSD,Nossa Senhora das Dores,nossa.senhora.dores
2804706,SE,NNL,Nossa Senhora de Lourdes,nossa.senhora.lourdes
2804805,SE,NRO,Nossa Senhora do Socorro,nossa.senhora.socorro
2804904,SE,PKT,Pacatuba,pacatuba
2805000,SE,PXM,Pedra Mole,pedra.mole
2805109,SE,PEH,Pedrinhas,pedrinhas
2805208,SE,PYO,Pinhão,pinhao
2805307,SE,PAB,Pirambu,pirambu
2805406,SE,PDK,Poço Redondo,poco.redondo
2805505,SE,POV,Poço Verde,poco.verde
2805604,SE,PFH,Porto da Folha,porto.folha
2805703,SE,PPI,Propriá,propria
2805802,SE,RHT,Riachão do Dantas,riachao.dantas
2805901,SE,,Riachuelo,riachuelo
2806008,SE,RRO,Ribeirópolis,ribeiropolis
2806107,SE,REE,Rosário do Catete,rosario.catete
2806206,SE,SAX,Salgado,salgado
2806305,SE,SHY,Santa Luzia do Itanhy,santa.luzia.itanhy
2806404,SE,SFW,Santana do São Francisco,santana.sao.francisco
2806503,SE,SLM,Santa Rosa de Lima,santa.rosa.lima
2806602,SE,SMB,Santo Amaro das Brotas,santo.amaro.brotas
2806701,SE,SCV,São Cristóvão,sao.cristovao
2806800,SE,SXN,São Domingos,sao.domingos
2806909,SE,SFY,São Francisco,sao.francisco
2807006,SE,SXO,São Miguel do Aleixo,sao.miguel.aleixo
2807105,SE,SDS,Simão Dias,simao.dias
2807204,SE,SYR,Siriri,siriri
2807303,SE,TLH,Telha,telha
2807402,SE,TBB,Tobias Barreto,tobias.barreto
2807501,SE,TGU,Tomar do Geru,tomar.geru
2807600,SE,UUB,Umbaúba,umbauba
2900108,BA,ABR,Abaíra,abaira
2900207,BA,ABE,Abaré,abare
2900306,BA,AJB,Acajutiba,acajutiba
2900355,BA,ASN,Adustina,adustina
2900405,BA,AFA,Água Fria,agua.fria
2900504,BA,,Érico Cardoso,erico.cardoso
2900603,BA,AIQ,Aiquara,aiquara
2900702,BA,,Alagoinhas,alagoinhas
2900801,BA,ALC,Alcobaça,alcobaca
2900900,BA,ALM,Almadina,almadina
2901007,BA,ARA,Amargosa,amargosa
2901106,BA,ARG,Amélia Rodrigues,amelia.rodrigues
2901155,BA,AED,América Dourada,america.dourada
2901205,BA,AAE,Anagé,anage
2901304,BA,ANI,Andaraí,andarai
2901353,BA,ADK,Andorinha,andorinha
2901403,BA,ANL,Angical,angical
2901502,BA,AEX,Anguera,anguera
2901601,BA,ANX,Antas,antas
2901700,BA,ATC,Antônio Cardoso,antonio.cardoso
2901809,BA,AVS,Antônio Gonçalves,antonio.goncalves
2901908,BA,APR,Aporá,apora
2901957,BA,APE,Apuarema,apuarema
2902005,BA,AAW,Aracatu,aracatu
2902054,BA,ACK,Araçás,aracas
2902104,BA,AAC,Araci,araci
2902203,BA,AAM,Aramari,aramari
2902252,BA,ATW,Arataca,arataca
2902302,BA,AUP,Aratuípe,aratuipe
3132305,MG,IYP,Itaipé,itaipe
2902401,BA,AEL,Aurelino Leal,aurelino.leal
2902500,BA,BPL,Baianópolis,baianopolis
2902609,BA,BXD,Baixa Grande,baixa.grande
2902658,BA,BZE,Banzaê,banzae
2902708,BA,BAA,Barra,barra
2902807,BA,BAV,Barra da Estiva,barra.estiva
2902906,BA,BHO,Barra do Choça,barra.choca
2903003,BA,BDS,Barra do Mendes,barra.mendes
2903102,BA,BCH,Barra do Rocha,barra.rocha
2903201,BA,BES,Barreiras,barreiras
2903235,BA,BLT,Barro Alto,barro.alto
2903276,BA,,Barrocas,barrocas
